Sno,Company,calendar_year,OperatingExpenseExItems,NetIncome,PaymentsOfDividends,DPR,DPR0,DDPR,NI0,Ex0,p
2310,"Host Hotels & Resorts, Inc.",2015,-2000000,565000000,646000000,1.143362832,2.968253968,-1.824891136,63000000,-11000000,0.44475867
2311,Hp Inc,2015,64000000,4554000000,1250000000,0.27448397,-0.080237154,0.354721124,-12650000000,20346000000,0.44475867
2312,Humana Inc,2015,,1276000000,172000000,0.134796238,0.13502455,-0.000228312,1222000000,0,0.44475867
2313,Hunt J B Transport Services Inc,2015,,427235000,97364000,0.227893314,0.268825277,-0.040931963,310354000,0,0.44475867
2314,Huntington Bancshares Inc/MD,2015,,693000000,225000000,0.324675325,0.268236468,0.056438856,631290000,0,0.44475867
2315,"Huntington Ingalls Industries, Inc.",2015,75000000,404000000,81000000,0.20049505,0.034246575,0.166248474,146000000,0,0.44475867
2316,Idexx Laboratories Inc /DE,2015,8212000,192135000,,0,0,0,178287000,0,0.44475867
2317,IHS Markit Ltd.,2015,39400000,240200000,,0,0,0,158168000,16829000,0.44475867
2318,Illinois Tool Works Inc,2015,233000000,1899000000,742000000,0.390731964,0.301393728,0.089338236,2870000000,2000000,0.44475867
2792,Illumina Inc,2015,,458000000,,0,0,0,151254000,3522000,0.44475867
2793,Incyte Corp,2015,,6531000,,0,0,0,-44320000,0,0.44475867
2794,Ingersoll-Rand plc,2015,0,682800000,303300000,0.444200351,0.184291188,0.259909164,1044000000,-4500000,0.44475867
2795,Intel Corp,2015,354000000,11420000000,4556000000,0.398949212,0.395274875,0.003674337,11005000000,0,0.44475867
2796,"Intercontinental Exchange, Inc.",2015,88000000,1295000000,331000000,0.255598456,0,0.255598456,562000000,19000000,0.44475867
2797,International Business Machines Corp,2015,,13190000000,4897000000,0.371266111,0.227234401,0.144031709,16604000000,0,0.44475867
2798,International Flavors & Fragrances Inc,2015,7594000,419247000,158870000,0.378941292,0.515251796,-0.136310504,254134000,1668000,0.44475867
2799,International Paper Co /NEW/,2015,563000000,917000000,685000000,0.747001091,0.595744681,0.15125641,799000000,151000000,0.44475867
2800,"Interpublic Group Of Companies, Inc.",2015,,480500000,195500000,0.406867846,0.247524752,0.159343094,464600000,-1200000,0.44475867
2801,Intuit Inc,2015,148000000,365000000,283000000,0.775342466,0.224747475,0.550594991,792000000,0,0.44475867
2802,Intuitive Surgical Inc,2015,,588800000,,0,0,0,656600000,0,0.44475867
2803,Invesco Ltd.,2015,,964100000,454500000,0.471424126,0.492082411,-0.020658285,587300000,0,0.44475867
2804,Ipg Photonics Corp,2015,,242027000,,0,0.225748592,-0.225748592,147744000,0,0.44475867
2805,Iqvia Holdings Inc.,2015,32000000,388000000,,0,3.214899989,-3.214899989,176631000,18741000,0.44475867
2806,Iron Mountain Inc,2015,3000000,125203000,406508000,3.246791211,1.831937167,1.414854044,174048000,4661000,0.44475867
2807,J M SMUCKER Co,2015,0,688700000,316600000,0.459706694,0.409408306,0.050298388,544200000,0,0.44475867
2808,Jacobs Engineering Group Inc /DE/,2015,,328882000,,0,0,0,390954000,0,0.44475867
2809,Jefferies Financial Group Inc.,2015,,252111000,92550000,0.367100206,0.070718368,0.296381838,864641000,0,0.44475867
2810,Johnson & Johnson,2015,509000000,15409000000,8173000000,0.530404309,0.629066007,-0.098661698,10514000000,0,0.44475867
2811,Johnson Controls International plc,2015,215000000,1679000000,657000000,0.391304348,0.364122137,0.02718221,1310000000,247000000,0.44475867
2812,Jpmorgan Chase & Co,2015,,24442000000,7873000000,0.322109484,0.244033076,0.078076407,21284000000,0,0.44475867
2813,Juniper Networks Inc,2015,-600000,633700000,156300000,0.246646678,0,0.246646678,186500000,46800000,0.44475867
2814,Kansas City Southern,2015,,485300000,140100000,0.28868741,0.226937269,0.06175014,379400000,0,0.44475867
2815,Kellogg Co,2015,,614000000,700000000,1.140065147,0.647242456,0.492822691,961000000,0,0.44475867
2816,Keycorp /NEW/,2015,,920000000,267000000,0.290217391,0.220809249,0.069408143,865000000,0,0.44475867
2817,"Keysight Technologies, Inc.",2015,,513000000,,0,#N/A,#N/A,#N/A,#N/A,0.44475867
2818,Kimberly Clark Corp,2015,,1066000000,1272000000,1.193245779,0.629649891,0.563595888,1828000000,0,0.44475867
2819,Kimco Realty Corp,2015,45383000,900143000,455833000,0.50640065,1.365523147,-0.859122497,280275000,59569000,0.44475867
2820,"Kinder Morgan, Inc.",2015,2069000000,208000000,4224000000,20.30769231,2.772833724,17.53485858,427000000,0,0.44475867
2821,Kla Tencor Corp,2015,,704422000,346283000,0.49158459,0.489539703,0.002044887,543149000,0,0.44475867
2822,KOHLS Corp,2015,,673000000,349000000,0.518573551,0.304259635,0.214313916,986000000,0,0.44475867
2823,Kraft Heinz Co,2015,,647000000,2202000000,3.403400309,0.648280548,2.755119761,1027333000,45000000,0.44475867
2824,Kroger Co,2015,,2049000000,385000000,0.187896535,0.177055703,0.010840832,1508000000,0,0.44475867
2825,"L Brands, Inc.",2015,,1253000000,1171000000,0.934557063,1.924302789,-0.989745726,753000000,93000000,0.44475867
2826,"L3 Technologies, Inc.",2015,77000000,-225000000,214000000,-0.951111111,0.24559194,-1.196703051,794000000,0,0.44475867
2827,Laboratory Corp Of America Holdings,2015,113900000,438700000,,0,0,0,584800000,25300000,0.44475867
2828,Lam Research Corp,2015,,914049000,190402000,0.208306119,0,0.208306119,113879000,0,0.44475867
2829,"Lamb Weston Holdings, Inc.",2015,,294600000,,0,#N/A,#N/A,#N/A,#N/A,0.44475867
2830,Leggett & Platt Inc,2015,5800000,329200000,171600000,0.52126367,0.796407186,-0.275143516,250500000,1200000,0.44475867
2831,Lennar Corp /NEW/,2015,,819200000,33192000,0.040517578,0.046238431,-0.005720852,657332000,0,0.44475867
2832,Lilly Eli & Co,2015,367700000,2408400000,2127300000,0.883283508,0.534999755,0.348283752,4088600000,281100000,0.44475867
2833,Lincoln National Corp,2015,,1154000000,204000000,0.17677643,0.069306931,0.107469499,1313000000,0,0.44475867
2834,Lkq Corp,2015,19511000,423223000,,0,0,0,261225000,2751000,0.44475867
2835,Lockheed Martin Corp,2015,82000000,3605000000,1932000000,0.53592233,0.492531876,0.043390454,2745000000,0,0.44475867
2836,Loews Corp,2015,,287000000,90000000,0.31358885,0.089189189,0.224399661,1110000000,0,0.44475867
2837,Lowes Companies Inc,2015,,2546000000,957000000,0.375883739,0.359367024,0.016516715,1959000000,0,0.44475867
2838,LyondellBasell Industries N.V.,2015,,4474000000,1410000000,0.315154224,0.852152435,-0.53699821,2834000000,0,0.44475867
2839,M&T Bank Corp,2015,,1079667000,456287000,0.42261827,0.399385914,0.023232356,1029498000,0,0.44475867
2840,Macerich Co,2015,,522912000,787109000,1.5052418,0.890269631,0.614972168,366389000,0,0.44475867
2841,"Macy's, Inc.",2015,76000000,1070000000,456000000,0.426168224,0.242696629,0.183471595,1335000000,5000000,0.44475867
3315,Nucor Corp,2015,244833000,193030000,479432000,2.483717557,0.78627644,1.697441116,593126000,30000000,0.44475867
3316,Nvidia Corp,2015,131000000,614000000,213000000,0.346905537,0.083312001,0.263593536,562536000,0,0.44475867
3317,O Reilly Automotive Inc,2015,,931216000,,0,0,0,585746000,0,0.44475867
3318,Occidental Petroleum Corp /DE/,2015,10239000000,-7829000000,2264000000,-0.289181249,0.462809917,-0.751991167,4598000000,1710000000,0.44475867
3319,Omnicom Group Inc.,2015,,1203400000,496700000,0.412747216,0.355973154,0.056774062,1117500000,0,0.44475867
3320,Oneok Inc /NEW/,2015,78044000,379195000,509197000,1.342836799,0.352331446,0.990505353,743530000,0,0.44475867
3321,Oracle Corp,2015,500000000,8901000000,2541000000,0.285473542,0.131167048,0.154306494,10925000000,-252000000,0.44475867
3322,Paccar Inc,2015,,1604000000,680500000,0.42425187,0.728229579,-0.303977709,1111600000,0,0.44475867
3323,Packaging Corp Of America,2015,,436800000,200800000,0.45970696,0.735330836,-0.275623877,160200000,0,0.44475867
3324,Parker Hannifin Corp,2015,-11037000,807216000,341962000,0.423631345,0.268774558,0.154856788,948784000,-10299000,0.44475867
3325,Paychex Inc,2015,,756800000,606500000,0.801400634,0.837785589,-0.036384955,569000000,0,0.44475867
3326,"PayPal Holdings, Inc.",2015,,1228000000,,0,#N/A,#N/A,#N/A,#N/A,0.44475867
3327,PENTAIR plc,2015,,-76400000,231700000,-3.032722513,-1.07456979,-1.958152723,-104600000,60700000,0.44475867
3328,"People's United Financial, Inc.",2015,,260100000,201200000,0.773548635,0.888300041,-0.114751406,245300000,0,0.44475867
3329,Pepsico Inc,2015,1359000000,5501000000,4040000000,0.734411925,0.531863534,0.202548391,6214000000,0,0.44475867
3330,Perkinelmer Inc,2015,13547000,212425000,31571000,0.148621867,0.456148127,-0.30752626,69940000,99204000,0.44475867
3331,PERRIGO Co plc,2015,250300000,-1900000,72100000,-37.94736842,0.074677529,-38.02204595,441900000,2900000,0.44475867
3332,Pfizer Inc,2015,1152000000,6986000000,6940000000,0.993415402,0.447595561,0.545819841,14598000000,1810000000,0.44475867
3333,Philip Morris International Inc.,2015,68000000,7032000000,6250000000,0.888794084,0.590343019,0.298451065,9154000000,83000000,0.44475867
3334,Phillips 66,2015,7000000,4280000000,1172000000,0.273831776,0.068264343,0.205567433,4131000000,1158000000,0.44475867
3335,Pinnacle West Capital Corp,2015,,456190000,260027000,0.56999715,0.544759466,0.025237684,413164000,0,0.44475867
3336,Pioneer Natural Resources Co,2015,1155000000,-266000000,12000000,-0.045112782,0.041152263,-0.086265045,243000000,97000000,0.44475867
3337,"Pnc Financial Services Group, Inc.",2015,,4143000000,1257000000,0.303403331,0.332999332,-0.029596001,2994000000,0,0.44475867
3338,Ppg Industries Inc,2015,148000000,1427000000,383000000,0.268395235,0.336466165,-0.068070931,1064000000,188000000,0.44475867
3339,PPL Corp,2015,,682000000,1004000000,1.472140762,0.544088831,0.928051932,1531000000,0,0.44475867
3340,Praxair Inc,2015,172000000,1591000000,819000000,0.514770585,0.375573394,0.13919719,1744000000,65000000,0.44475867
3341,Price T Rowe Group Inc,2015,,1223000000,1059000000,0.865903516,0.682888185,0.183015331,883600000,0,0.44475867
3342,Principal Financial Group Inc,2015,,1253200000,457500000,0.365065432,0.320208384,0.044857049,825400000,0,0.44475867
3343,PROCTER & GAMBLE Co,2015,,10604000000,7436000000,0.701244813,0.5717418,0.129503014,11402000000,308000000,0.44475867
3344,Progressive Corp/OH/,2015,,1300500000,403600000,0.310342176,0.946137648,-0.635795472,902300000,0,0.44475867
3345,"Prologis, Inc.",2015,,925515000,804697000,0.869458626,-18.63461538,19.50407401,-30472000,333590000,0.44475867
3346,Prudential Financial Inc,2015,,5712000000,1117000000,0.195553221,1.347368421,-1.1518152,570000000,0,0.44475867
3347,Public Service Enterprise Group Inc,2015,,1679000000,789000000,0.469922573,0.563137255,-0.093214682,1275000000,0,0.44475867
3348,Public Storage,2015,,1317689000,1371031000,1.040481479,1.017092685,0.023388795,943035000,0,0.44475867
3349,Pultegroup Inc/MI/,2015,,494090000,115958000,0.234690036,0,0.234690036,206145000,0,0.44475867
3350,Pvh Corp. /DE/,2015,,572400000,12500000,0.021837876,0.025126787,-0.003288911,433800000,0,0.44475867
3351,"Qorvo, Inc.",2015,,-28845000,,0,0,0,-52999000,0,0.44475867
3352,Qualcomm Inc/DE,2015,,5268000000,2880000000,0.546697039,0.261264235,0.285432804,6059000000,0,0.44475867
3353,Quanta Services Inc,2015,58451000,321824000,,0,0,0,322656000,0,0.44475867
3354,Quest Diagnostics Inc,2015,-334000000,753000000,212000000,0.281540505,0.182432432,0.099108072,592000000,0,0.44475867
3355,Ralph Lauren Corp,2015,191400000,396400000,170300000,0.429616549,0.170666667,0.258949882,750000000,31000000,0.44475867
3356,Raymond James Financial Inc,2015,0,518578000,103143000,0.198895827,0.235341214,-0.036445388,292265000,59284000,0.44475867
3357,Raytheon Co/,2015,,2107000000,797000000,0.378262933,0.338421053,0.03984188,1900000000,0,0.44475867
3358,Realty Income Corp,2015,10560000,284855000,560318000,1.967028839,1.73289057,0.234138269,159152000,-7899000,0.44475867
3359,Red Hat Inc,2015,,199365000,,0,0,0,150204000,3142000,0.44475867
3360,Regency Centers Corp,2015,0,152543000,21062000,0.138072543,0,0.138072543,23807000,74816000,0.44475867
3361,Regeneron Pharmaceuticals Inc,2015,,636056000,,0,0,0,750269000,0,0.44475867
3362,Regions Financial Corp,2015,,1062000000,368000000,0.346516008,0.091071429,0.255444579,1120000000,0,0.44475867
3363,"Republic Services, Inc.",2015,0,750400000,399300000,0.532116205,0.575249082,-0.043132878,572100000,8400000,0.44475867
3364,Resmed Inc,2015,12214000,352409000,168130000,0.477087702,0.316488297,0.160599405,307133000,24765000,0.44475867
3841,Rockwell Automation Inc,2015,,827600000,350100000,0.423030449,0.33568521,0.087345239,737000000,0,0.44475867
3842,Rollins Inc,2015,-1953000,152149000,91755000,0.603060158,0.577390148,0.02567001,111332000,-468000,0.44475867
3843,Roper Technologies Inc,2015,,696067000,100334000,0.14414417,0.144618918,-0.000474748,483360000,0,0.44475867
3844,Ross Stores Inc,2015,,1020661000,192312000,0.188419074,0.159760945,0.028658129,786763000,0,0.44475867
3845,Royal Caribbean Cruises Ltd,2015,411267000,665783000,280212000,0.420875871,6.436648986,-6.015773115,18287000,385444000,0.44475867
3846,S&P Global Inc.,2015,,1268000000,363000000,0.286277603,2,-1.713722397,492000000,0,0.44475867
3847,Salesforce Com Inc,2015,,-47426000,,0,0,0,-270445000,0,0.44475867
3848,Sba Communications Corp,2015,94783000,-175656000,,0,0,0,-181390000,46816000,0.44475867
3849,Schlumberger Limited/NV,2015,2575000000,2135000000,2419000000,1.133021077,0.259467295,0.873553782,5519000000,161000000,0.44475867
3850,Schwab Charles Corp,2015,,1447000000,387000000,0.267449896,0.363146552,-0.095696655,928000000,0,0.44475867
3851,Seagate Technology plc,2015,175000000,248000000,727000000,2.931451613,0.281828074,2.649623539,1838000000,2000000,0.44475867
3852,Sealed Air Corp/DE,2015,48700000,335400000,106800000,0.31842576,-0.071489301,0.389915062,-1411400000,2034800000,0.44475867
3853,Sempra Energy,2015,-61000000,1448000000,627000000,0.43301105,0.604347826,-0.171336776,920000000,19000000,0.44475867
3854,Sherwin Williams Co,2015,0,1053849000,249647000,0.236890674,0.25504014,-0.018149466,631034000,4086000,0.44475867
3855,Simon Property Group Inc /DE/,2015,,2139375000,1879182000,0.878378966,0.723732171,0.154646795,1719632000,0,0.44475867
3856,"Skyworks Solutions, Inc.",2015,3400000,798300000,123100000,0.154202681,0,0.154202681,202000000,7800000,0.44475867
3857,Sl Green Realty Corp,2015,,317459000,257378000,0.810744065,0.578149738,0.232594327,209700000,0,0.44475867
3858,Smith A O Corp,2015,,282900000,67800000,0.239660657,0.209199748,0.03046091,158700000,-3900000,0.44475867
3859,SNAP-ON Inc,2015,,490600000,127900000,0.260701182,0.259059123,0.00164206,314600000,0,0.44475867
3860,Southern Co,2015,,2435000000,1959000000,0.804517454,0.701035197,0.103482257,2415000000,0,0.44475867
3861,Southwest Airlines Co,2015,,2181000000,180000000,0.082530949,0.052256532,0.030274417,421000000,0,0.44475867
3862,"Stanley Black & Decker, Inc.",2015,47600000,883700000,319900000,0.362000679,0.343969224,0.018031455,883800000,-174100000,0.44475867
3863,Starbucks Corp,2015,0,2759300000,928600000,0.336534628,0.37047736,-0.033942731,1384700000,0,0.44475867
3864,State Street Corp,2015,25000000,1980000000,655000000,0.330808081,0.224648229,0.106159852,2061000000,-137000000,0.44475867
3865,Stryker Corp,2015,,1439000000,521000000,0.362056984,0.249614792,0.112442192,1298000000,0,0.44475867
3866,Suntrust Banks Inc,2015,,1943000000,539000000,0.277406073,0.059979839,0.217426234,1984000000,0,0.44475867
3867,Svb Financial Group,2015,,374820000,,0,0,0,249813000,0,0.44475867
3868,Symantec Corp,2015,136000000,2488000000,3030000000,1.217845659,0,1.217845659,755000000,77000000,0.44475867
3869,Synchrony Financial,2015,,2214000000,0,0,0,0,2119000000,0,0.44475867
3870,Synopsys Inc,2015,15088000,225934000,,0,0,0,182402000,0,0.44475867
3871,Sysco Corp,2015,,949622000,698869000,0.735944407,0.653199681,0.082744726,992427000,0,0.44475867
3872,Take Two Interactive Software Inc,2015,71285000,-8302000,,0,0,0,-29491000,0,0.44475867
3873,"Tapestry, Inc.",2015,,460500000,374500000,0.813246471,0.328402939,0.484843532,1034400000,0,0.44475867
3874,Target Corp,2015,-620000000,3363000000,1362000000,0.40499554,0.289763254,0.115232285,2999000000,0,0.44475867
3875,TE Connectivity Ltd.,2015,152000000,2420000000,502000000,0.207438017,0.297757848,-0.090319831,1115000000,128000000,0.44475867
3876,TechnipFMC plc,2015,438100000,14000000,98700000,7.05,0,7.05,434800000,0,0.44475867
3877,Teleflex Inc,2015,7411000,245713000,56532000,0.230073297,-0.293963046,0.524036343,-189102000,334833000,0.44475867
3878,Texas Instruments Inc,2015,258000000,2986000000,1444000000,0.483590087,0.465605458,0.017984629,1759000000,714000000,0.44475867
3879,Textron Inc,2015,,697000000,22000000,0.031563845,0.028862479,0.002701366,589000000,0,0.44475867
3880,Thermo Fisher Scientific Inc.,2015,116000000,1975000000,241000000,0.122025316,0.120723321,0.001301995,1177900000,82100000,0.44475867
3881,Tiffany & Co,2015,,463900000,203400000,0.438456564,0.381091751,0.057364812,416157000,0,0.44475867
3882,Tjx Companies Inc /DE/,2015,,2277658000,544271000,0.23896081,0.169887349,0.069073461,1906687000,0,0.44475867
3883,Torchmark Corp,2015,,527100000,66899000,0.126918991,0.104901724,0.022017267,529324000,0,0.44475867
3884,Total System Services Inc,2015,,369041000,73677000,0.199644484,0.376255887,-0.176611403,249923000,1650000,0.44475867
3885,Tractor Supply Co /DE/,2015,,410395000,103101000,0.251223821,0.185627421,0.0655964,276457000,0,0.44475867
3886,TransDigm Group INC,2015,,447212000,3365000,0.007524396,0.010151738,-0.002627342,324969000,0,0.44475867
3887,"Travelers Companies, Inc.",2015,,3439000000,739000000,0.214888049,0.280630813,-0.065742764,2473000000,0,0.44475867
3888,"TripAdvisor, Inc.",2015,,198000000,,0,0,0,195000000,0,0.44475867
3889,"Twenty-First Century Fox, Inc.",2015,323000000,3016000000,821000000,0.272214854,0.083708862,0.188505992,7323000000,0,0.44475867
3890,"Twitter, Inc.",2015,,-521031000,,0,0,0,-79399000,0,0.44475867
4378,Tyson Foods Inc,2015,,1224000000,147000000,0.120098039,0.098958333,0.021139706,576000000,0,0.44475867
4379,"UDR, Inc.",2015,,357159000,286890000,0.803255693,0.973314027,-0.170058334,220303000,0,0.44475867
4380,"Ulta Beauty, Inc.",2015,,320008000,,0,0.362111632,-0.362111632,172549000,0,0.44475867
4381,"Under Armour, Inc.",2015,0,232573000,0,0,0,0,128778000,0,0.44475867
4382,Union Pacific Corp,2015,,4772000000,2344000000,0.491198659,0.290641643,0.200557015,3943000000,0,0.44475867
4383,"United Continental Holdings, Inc.",2015,326000000,7340000000,,0,0,0,-723000000,1323000000,0.44475867
4384,United Parcel Service Inc,2015,,4844000000,2525000000,0.521263419,2.639405204,-2.118141786,807000000,0,0.44475867
